comentario,marca,modelo
"Excelente producto
Es igual al de la foto y tamaño y excelente calidad",Apple,iPhone 11 128 GB 4GB RAM
"Muy buena calidad, es el mismo que en la foto, y la entrega se cumplio en el plazo estimado",Apple,iPhone 11 128 GB 4GB RAM
"Excelente equipo, funcional y hermoso",Apple,iPhone 11 128 GB 4GB RAM
"Buen tamaño, rica camara, todo bueno",Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto, el iPhone 11 es un poco más grande que un iPhone 7, tener en consideración que no trae cargador ni audífonos solo trae el cable usb-c, y el cargador debe ser usb-c de 20w",Apple,iPhone 11 128 GB 4GB RAM
"Hermoso teléfono , color ideal para mi esposa quien quedó feliz con el regalo. Muy rápido su sistema operativo y excelentes fotos.",Apple,iPhone 11 128 GB 4GB RAM
"#SoyFCom, feliz con mi compra, en realidad era lo que buscaba, hasta con el color quede feliz.",Apple,iPhone 11 128 GB 4GB RAM
Hasta el momento va muy bien! Por adquirirlo tengo Apple TV 3 meses gratis y Apple Music por 1 mes. Llegó antes de lo previsto.,Apple,iPhone 11 128 GB 4GB RAM
"Muy rápido y la batería dura muchísimo, además no es tan grande entonces lo llevas donde quieras",Apple,iPhone 11 128 GB 4GB RAM
la fecha de entrega fue muy r�pida y la tienda estaba expedita.,Apple,iPhone 11 128 GB 4GB RAM
"Ya es sabido que no trae audífonos ni cargador y el cable es tipo c, detalle a considerar si vas a comprar iPhone por primera vez, y la llave igual bajo de calidad horrible es prácticamente un clip doblado, en cuanto al teléfono me gustó mucho yo compre el blanco porque lo de colores eran más opacos a como se ven en fotos el reconocimiento fácil es increíble reconoce mi cara de noche con la luz apagada, es súper rápido y el 4K wow increíble",Apple,iPhone 11 128 GB 4GB RAM
Súper buen precio,Apple,iPhone 11 128 GB 4GB RAM
Ya lo conocía yo tengo el iPhone 7 y es muy bueno y ahora el 11 mucho mejor,Apple,iPhone 11 128 GB 4GB RAM
Excelente precio,Apple,iPhone 11 128 GB 4GB RAM
Mi nieta quedó muy conforme y contenta,Apple,iPhone 11 128 GB 4GB RAM
"Celular igual a la foto, buena calidad, bastante memoria, saca lindas fotos, lo encontramos en oferta, trae solo el cable, el adaptador se compra aparte (tipo C)  rápida compra,",Apple,iPhone 11 128 GB 4GB RAM
Super bien fácil de reclamar,Apple,iPhone 11 128 GB 4GB RAM
llego en el tamaño y color qu corresponde,Apple,iPhone 11 128 GB 4GB RAM
"Muy bueno, buen tamaño, buena cámara, muy facil de usar",Apple,iPhone 11 128 GB 4GB RAM
Perfecto,Apple,iPhone 11 128 GB 4GB RAM
Excelente calidad 👌,Apple,iPhone 11 128 GB 4GB RAM
El tamaño corresponde al de la foto. La calidad y batería han sido tan cual como en la descripción. Igualmente la calidad en cuanto aspecto.,Apple,iPhone 11 128 GB 4GB RAM
Excelente  teléfono rápido y liviano llego el día indicado todo tal cual la foto calidad Apple,Apple,iPhone 11 128 GB 4GB RAM
Es igual a la foto,Apple,iPhone 11 128 GB 4GB RAM
Acorde a lo esperado. Fácil de usar .,Apple,iPhone 11 128 GB 4GB RAM
"Funciona Perfecto, la calidad esperada",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen producto, la entrega fue de acuerdo a lo indicado inicialmente,  excelente servicio..",Apple,iPhone 11 128 GB 4GB RAM
Todo tal cual como siempre buenos equipos y buenos acabados,Apple,iPhone 11 128 GB 4GB RAM
Excelente producto entrega rapida 👌,Apple,iPhone 11 128 GB 4GB RAM
"Llego en buen estado, es delicado y el color es muy elegante, pero 10/10 en todas las expectativas 💕",Apple,iPhone 11 128 GB 4GB RAM
Excelente producto y el envío muy eficaz,Apple,iPhone 11 128 GB 4GB RAM
Es el producto nuevo y funcionando. Recomiendo ponerlo para retirar y así es más rápido,Apple,iPhone 11 128 GB 4GB RAM
Excelente producto,Apple,iPhone 11 128 GB 4GB RAM
Muy buen producto. Ha funcionado perfecto,Apple,iPhone 11 128 GB 4GB RAM
"Llego rapido, el telefono funcionando, todo bien!",Apple,iPhone 11 128 GB 4GB RAM
Si es igual a la foto y cumple sus funciones,Apple,iPhone 11 128 GB 4GB RAM
Todo Perfecto,Apple,iPhone 11 128 GB 4GB RAM
Coincide con color y tyamaño al de la publicidad,Apple,iPhone 11 128 GB 4GB RAM
Excelente,Apple,iPhone 11 128 GB 4GB RAM
"Muy buen celular, buena calidad y excelente funcionamiento",Apple,iPhone 11 128 GB 4GB RAM
Excelente la compra y rápida entrega al otro día estaba en mi casa a pesar de ser temporada navideña,Apple,iPhone 11 128 GB 4GB RAM
Excelente !! Súper máquina !!,Apple,iPhone 11 128 GB 4GB RAM
Excelente calidad del equipo entregado a tiempo y con las características acordes descritas,Apple,iPhone 11 128 GB 4GB RAM
No lo e abierto ya que viene sellado y es para regalo,Apple,iPhone 11 128 GB 4GB RAM
"Buena calidad, el tamaño es igual,",Apple,iPhone 11 128 GB 4GB RAM
Es igual al de la foto,Apple,iPhone 11 128 GB 4GB RAM
es igual al modelo,Apple,iPhone 11 128 GB 4GB RAM
Precio calidad es lo mejor en el mercado,Apple,iPhone 11 128 GB 4GB RAM
Excelente precio buenas gigas de memoria y el color que necesitaba,Apple,iPhone 11 128 GB 4GB RAM
"Es igual al de la foto, tamaño perfecto y excelente calidad",Apple,iPhone 11 128 GB 4GB RAM
"Buena calidad, y buena estética",Apple,iPhone 11 128 GB 4GB RAM
"excelente prodecto , buena calidad",Apple,iPhone 11 128 GB 4GB RAM
Excelente calidad idéntico q la foto el tamaño si el mismo,Apple,iPhone 11 128 GB 4GB RAM
"El iPhone fue acorde a lo adquirido, totalmente original y sin ningún inconveniente",Apple,iPhone 11 128 GB 4GB RAM
"Tamaño ideal 
Le falta es memoria mayor",Apple,iPhone 11 128 GB 4GB RAM
Es igual a la foto todo como esperaba,Apple,iPhone 11 128 GB 4GB RAM
"El tamaño, el almacenamiento, es igual a lo esperado",Apple,iPhone 11 128 GB 4GB RAM
Exactamente el mismo producto visto en la pagina,Apple,iPhone 11 128 GB 4GB RAM
Excelente equipo garantizado,Apple,iPhone 11 128 GB 4GB RAM
"Muy bien, muy bonito y a gusto con mi entrega",Apple,iPhone 11 128 GB 4GB RAM
"Buena calidad,espectacular",Apple,iPhone 11 128 GB 4GB RAM
si el tamaño y color corresponde a la informacion dada por la pagina,Apple,iPhone 11 128 GB 4GB RAM
Muy buena calidad y tamaño adecuado,Apple,iPhone 11 128 GB 4GB RAM
"Excelente equipo, lo compre directamente en falabella , mejor precio a comparación de otras tiendas, me ha salido muy bueno, lo recomiendo 128g",Apple,iPhone 11 128 GB 4GB RAM
Buena experiencia,Apple,iPhone 11 128 GB 4GB RAM
"Fue, cómo yo lo esperaba",Apple,iPhone 11 128 GB 4GB RAM
"Excelente, rápido y la entrega fue realizada en la fecha indicada.  El teléfono es genial y cumple con todo lo que había soñado 😍",Apple,iPhone 11 128 GB 4GB RAM
"Es muy bonito, llegó en perfecto estado, tamaño ok, buena calidad y lindo color",Apple,iPhone 11 128 GB 4GB RAM
Es el mismo producto ofrecido en la página obviamente si iPhone es bueno y el precio muy conveniente,Apple,iPhone 11 128 GB 4GB RAM
Excelente iPhone muy rápido procesador buena imagen y sonido,Apple,iPhone 11 128 GB 4GB RAM
Es igual al de la foto y es muy buena calidad,Apple,iPhone 11 128 GB 4GB RAM
"Idéntico al de la foto, excelente calidad como siempre Apple",Apple,iPhone 11 128 GB 4GB RAM
"El celular es igual al de la foto, las medidas y el color corresponden. Es liviano y súper rápido en su sistema. Me ha encantado. Me cambié de Samsung a Apple y hasta el momento no me arrepiento.",Apple,iPhone 11 128 GB 4GB RAM
"Entrega muy rápido, incluso antes del plazo que habían dicho. El producto es igual a la foto, excelente calidad",Apple,iPhone 11 128 GB 4GB RAM
"Buena, cumplieron con la fecha y llego el producto en buenas condiciones",Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto, tal cual en la imágen.",Apple,iPhone 11 128 GB 4GB RAM
La calidad es excelente,Apple,iPhone 11 128 GB 4GB RAM
Producto original de acuerdo a lo comprado....,Apple,iPhone 11 128 GB 4GB RAM
El teléfono es tal cual ah la foto lo retire en tienda al día siguiente súper rápida la atención muy buena calidad el teléfono,Apple,iPhone 11 128 GB 4GB RAM
"Me gustó rápido camara espectacular fotos increíbles y videos, velocidad de proceso todo super",Apple,iPhone 11 128 GB 4GB RAM
"Excelente teléfono. Mi tercer iPhone y está genial. Colores y calidad de materiales, muy buenos. Elegante, rápido, buena cámara y seguro",Apple,iPhone 11 128 GB 4GB RAM
"Producto tal como está especificado, nuevo y sin uso. Además la atención en el retiro fue excelente también, muy buen servicio.",Apple,iPhone 11 128 GB 4GB RAM
"El tamaño corresponde a la de la foto y la batería dura bastante , buena cámara es muy buen producto",Apple,iPhone 11 128 GB 4GB RAM
"IDEAL,ME GUSTA EL ROJO Y SU TAMAÑO IDEAL",Apple,iPhone 11 128 GB 4GB RAM
"Llego en buen estado y muy rápido, excelente servicio",Apple,iPhone 11 128 GB 4GB RAM
Espectacular la cámara…cumple con mis expectativas,Apple,iPhone 11 128 GB 4GB RAM
"Súper cómodo y liviano, calidad magnífica.
Me encanto, súper recomendable y por el precio excelente!!!",Apple,iPhone 11 128 GB 4GB RAM
Espero que tengan todas piezas y si por ejemplo el cargador los auriculares,Apple,iPhone 11 128 GB 4GB RAM
"Excelente celular, no me puedo quejar",Apple,iPhone 11 128 GB 4GB RAM
"Demoro súper poco en llegar, su batería dura mucho más de lo que tenia esperado, la cama es bkn aun sigo disfrutando y aprendiendo aún más de este iPhone",Apple,iPhone 11 128 GB 4GB RAM
"Me llego a los 2 días en viña y está precioso, la cámara es espectacular",Apple,iPhone 11 128 GB 4GB RAM
buen equipo y valor accesible.,Apple,iPhone 11 128 GB 4GB RAM
Es excelente equipo.  Estoy encantado,Apple,iPhone 11 128 GB 4GB RAM
"Producto impecable, excelente precio y lo mejor fue el envío 10/10 no se demoro nada en llegar. Fue un producto que compre para mi hijo y esta feliz con su teléfono.",Apple,iPhone 11 128 GB 4GB RAM
"Si buena calidad, es un iphone y llegó a tiempo",Apple,iPhone 11 128 GB 4GB RAM
"El tamaño es perfecto, las fotos son increíbles , el diseño me encanta",Apple,iPhone 11 128 GB 4GB RAM
Todo bien con el celular,Apple,iPhone 11 128 GB 4GB RAM
Buen equipo,Apple,iPhone 11 128 GB 4GB RAM
Excelente calidad,Apple,iPhone 11 128 GB 4GB RAM
Corresponde al de la foto,Apple,iPhone 11 128 GB 4GB RAM
El producto es espectacular y cumplió con todas mis expectativas,Apple,iPhone 11 128 GB 4GB RAM
Muy buena hasta ahora funciona muy bien sin problema,Apple,iPhone 11 128 GB 4GB RAM
"Las mismas características que aparecen en la página, envío fue express se demoró 1 día en llegar, súper buena experiencia comprando.",Apple,iPhone 11 128 GB 4GB RAM
Excelente,Apple,iPhone 11 128 GB 4GB RAM
"es lo mejor que me ha pasado, me gusta mucho el modelo",Apple,iPhone 11 128 GB 4GB RAM
Tamaño correspondiente e igual a la foto muy buena calidad y toma excelentes fotos...,Apple,iPhone 11 128 GB 4GB RAM
Llegó a tiempo y en perfectas condiciones.,Apple,iPhone 11 128 GB 4GB RAM
Es un teléfono rapido bueno,Apple,iPhone 11 128 GB 4GB RAM
"Igual a las descripciones que tiene el teléfono, excelente y bien precio",Apple,iPhone 11 128 GB 4GB RAM
Rápido y fácil de usar,Apple,iPhone 11 128 GB 4GB RAM
Precio calidad es el iPhone queas conviene para quien recién esté entrando al mundo iPhone,Apple,iPhone 11 128 GB 4GB RAM
"Buenísimo celular cumplió todas mis expectativas, sobre todo considerando que cuesta menos de 500 lukas , por lo que la relación precio calidad está perfecta …. Recomendado de todas maneras",Apple,iPhone 11 128 GB 4GB RAM
Exelente teléfono para mi hijo le encantó y cumple todas las expectativas. Lo recomiendo para adolescentes y el precio mucho mas accesible que los demas iphone.,Apple,iPhone 11 128 GB 4GB RAM
Buena calidad,Apple,iPhone 11 128 GB 4GB RAM
Es igual a la foto,Apple,iPhone 11 128 GB 4GB RAM
Fue un regalo que compramos a ultimo momento y llego Justo cuando lo necesitábamos,Apple,iPhone 11 128 GB 4GB RAM
Excelente la oportuna entrega y el producto impecable,Apple,iPhone 11 128 GB 4GB RAM
"Producto tal cual a la imagen, bonito bueno y nuevo.",Apple,iPhone 11 128 GB 4GB RAM
Si es de buena calidad.,Apple,iPhone 11 128 GB 4GB RAM
Excelente  era lo q esperaba,Apple,iPhone 11 128 GB 4GB RAM
Es el mejor iphone hasta el momento,Apple,iPhone 11 128 GB 4GB RAM
El tamaño muy bueno!,Apple,iPhone 11 128 GB 4GB RAM
Llegaron en muy buen estado y muy rápido,Apple,iPhone 11 128 GB 4GB RAM
"El producto es tal cual como lo describen, cumple en tamaño, peso, etc.",Apple,iPhone 11 128 GB 4GB RAM
Excelente producto,Apple,iPhone 11 128 GB 4GB RAM
"un tamaño muy cómodo,sistema muy avanzado y fotografías geniales remomendado!",Apple,iPhone 11 128 GB 4GB RAM
me gusta el tamaño y el espacio me permite descargar muchas aplicaciones,Apple,iPhone 11 128 GB 4GB RAM
Perfecto para lo que necesitaba y a buen precio,Apple,iPhone 11 128 GB 4GB RAM
Excelente producto,Apple,iPhone 11 128 GB 4GB RAM
Todo llegó en orden,Apple,iPhone 11 128 GB 4GB RAM
Excelente todo muy bien,Apple,iPhone 11 128 GB 4GB RAM
Todo a gusto,Apple,iPhone 11 128 GB 4GB RAM
Super bueno el teléfono y con un año de garantía. Me husta comprar aca,Apple,iPhone 11 128 GB 4GB RAM
"Igual a la foto, buen precio calidad",Apple,iPhone 11 128 GB 4GB RAM
Todo excelente,Apple,iPhone 11 128 GB 4GB RAM
Si es igual a la foto y buan calidad,Apple,iPhone 11 128 GB 4GB RAM
Igual a lo ofrecido,Apple,iPhone 11 128 GB 4GB RAM
Llegó al otro día sellado aún no lo uso pero es el segundo que compró trae solo el cable del cargador,Apple,iPhone 11 128 GB 4GB RAM
"El producto es tal cual a la foto, me encanta 😻",Apple,iPhone 11 128 GB 4GB RAM
"De buen tamaño, rápido y muy lindo.",Apple,iPhone 11 128 GB 4GB RAM
Excelente!!,Apple,iPhone 11 128 GB 4GB RAM
Llego en el tiempo indicado y en buenas condiciones,Apple,iPhone 11 128 GB 4GB RAM
"MI IPHONE ES HERMOSO, ES IGUAL A LA FOTO, TECNOLÓGICAMENTE ESPECTACULAR, BUENÍSIMA CÁMARA, LO AMO, ES SOÑADO, CUMPLE MIS EXPECTATIVAS.",Apple,iPhone 11 128 GB 4GB RAM
"Si corresponde el tamaño, igual a la foto, excelente calidad.",Apple,iPhone 11 128 GB 4GB RAM
Me encanta este teléfono,Apple,iPhone 11 128 GB 4GB RAM
Excelente calidad,Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto
Llego muy rápido 
Y producto igual a la fotografía",Apple,iPhone 11 128 GB 4GB RAM
"Fue un buen regalo de navidad 🎄,es igual a la foto y la descripción",Apple,iPhone 11 128 GB 4GB RAM
muy buen producto y a buen precio,Apple,iPhone 11 128 GB 4GB RAM
"Es un excelente equipo, muy buena camara, lo recomiendo bastante y llega súper rápido",Apple,iPhone 11 128 GB 4GB RAM
"Es maravilloso, tamaño perfecto",Apple,iPhone 11 128 GB 4GB RAM
Excelente entrega 🚚,Apple,iPhone 11 128 GB 4GB RAM
Todo lo anterior porque ya tuve uno,Apple,iPhone 11 128 GB 4GB RAM
"Es el mismo de la foto, la calidad espectacular!!! La verdad me encanta y la experiencia de la compra no fue tan buena, ya que la página se caía y al colocar un correo erróneo no hace doble validación",Apple,iPhone 11 128 GB 4GB RAM
"Entrega muy rápido, incluso antes del plazo que habían dicho. El producto es igual a la foto, excelente calidad",Apple,iPhone 11 128 GB 4GB RAM
"Muy bien , con el producto y sobre todo el despacho",Apple,iPhone 11 128 GB 4GB RAM
"Cumple con todo lo ofrecido, excelente calidad",Apple,iPhone 11 128 GB 4GB RAM
"Es todo tal como se ve en la foto y las descripciones, muy buen producto",Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto, como todos los productos Apple, el tamaño ideal, cámara buenísima",Apple,iPhone 11 128 GB 4GB RAM
"IPhone es espectacular, buena calidad, buen producto, el tamaño adecuado a mis necesidades.",Apple,iPhone 11 128 GB 4GB RAM
"El iPhone es igual a la fotografía, es un producto original, nuevo y en excelente estado",Apple,iPhone 11 128 GB 4GB RAM
reúne todas las características de lo que se pidió como teléfono,Apple,iPhone 11 128 GB 4GB RAM
"Excelente compra, rápida entrega y eficaz.
Estoy muy satisfecha",Apple,iPhone 11 128 GB 4GB RAM
"Bello, hermoso , el color morado es precioso, funciona a la perfección; no cambio de marca ; pasé del 8 al 11; fotografías hermosas ; rápido ; el tamaño me acomoda muy bien ; la carga dura bastante y se carga muy rápido . Excelente compra ; recomendable al 1000%; llegó además antes de 24 hrs de haberlo comprado !!!.",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen producto, buena cámara y buena batería, genial.",Apple,iPhone 11 128 GB 4GB RAM
"Producto de excelentes características. Tamaño ideal. Tal como se muestra en las
Fotografías. Durabilidad de batería extraordinaria.
Muy satisfecha con la compra.",Apple,iPhone 11 128 GB 4GB RAM
"Buen tamaño, color corresponde a muestra por tienda online falabellal y es de excelente calidad, la cámara es fantástica, lo recomiendo 100%, para evitar problemas con el producto retire en tienda, cumplieron con el plazo indicado y nos atendieron muy bien en la tienda",Apple,iPhone 11 128 GB 4GB RAM
Fue un regalo para mi hija y quedó muy contenta ya que era el modelo y color que soñaba.,Apple,iPhone 11 128 GB 4GB RAM
Lo compre ayer en la tarde y retire hoy en la mañana sin ningún problema muy contenta con mi iPhone 11 súper!,Apple,iPhone 11 128 GB 4GB RAM
La mejor calidad un celular hermoso especialmente el cole púrpura echo para mi 128 gigas lo mejor felizz,Apple,iPhone 11 128 GB 4GB RAM
Corresponde a las características de la publicidad!,Apple,iPhone 11 128 GB 4GB RAM
Corresponde al tamaño,Apple,iPhone 11 128 GB 4GB RAM
Excelente,Apple,iPhone 11 128 GB 4GB RAM
Me encantó la rapidez en recibirlo y saber que estaba comprando un producto original,Apple,iPhone 11 128 GB 4GB RAM
Es lo publicado y es totalmente nuevo,Apple,iPhone 11 128 GB 4GB RAM
Calidad y excelente precio,Apple,iPhone 11 128 GB 4GB RAM
Es de buena calidad y el producto corresponde a la foto con todas sus características,Apple,iPhone 11 128 GB 4GB RAM
"Excelente calidad, producto original, corresponde a la descripción.",Apple,iPhone 11 128 GB 4GB RAM
Perfecto de acuerdo a la descripción,Apple,iPhone 11 128 GB 4GB RAM
ídem a la fotografía,Apple,iPhone 11 128 GB 4GB RAM
Excelente calidad lo que esperaba,Apple,iPhone 11 128 GB 4GB RAM
